Transaction_ID,Date,Product_Category,Product_Name,City,Region,Customer_Segment,Payment_Method,Sales_Rep,Units_Sold,Unit_Price,Unit_Cost,Revenue,COGS,Marketing_Expense,Shipping_Expense,Operating_Expense,Total_Expense,Net_Profit,Profit_Margin_Pct,Year,Month,Month_Name,Year_Month,Quarter,Day_of_Week,Gross_Profit,Employee_Cost,Rent_Admin_Cost,Discount_Amount,Net_Revenue,GST_Rate_Pct,GST_Amount,Depreciation,Interest_Expense,Other_Income,Total_Operating_Expense,EBITDA,EBIT,EBT,Tax_Rate_Pct,Tax_Amount,PAT,PAT_Margin_Pct,EBITDA_Margin_Pct,EBIT_Margin_Pct,EBT_Margin_Pct,Gross_Margin_Pct,Expense_Ratio_Pct,Marketing_Ratio_Pct,Revenue_Per_Unit,Expense_Per_Unit,Profit_Per_Unit,Profitability_Tier
TXN-1768,2024-01-20,Services,Annual IT Maintenance Plan,Los Angeles,West,Enterprise,Direct Invoice,Evan Wright,11,1771.76,620.74,19489.36,6828.14,1709.24,127.01,798.93,9463.32,5460.96,28.51,2024,1,Jan,2024-01,2024Q1,Saturday,12325.13,2218.64,798.93,336.09,19153.27,18.0,3447.59,312.88,281.0,123.8,4853.82,7471.31,7158.43,7001.23,22.0,1540.27,5460.96,28.51,39.01,37.37,36.55,64.35,48.56,8.77,1741.21,860.3,496.45,High Margin (>=20%)
TXN-1403,2024-01-21,Office Supplies,High-Speed Paper Shredder,Miami,East,Government,Direct Invoice,Fiona Gallagher,36,188.73,94.38,6794.28,3397.68,732.61,209.51,281.94,4621.74,920.97,13.75,2024,1,Jan,2024-01,2024Q1,Sunday,3297.86,647.24,281.94,98.74,6695.54,18.0,1205.2,166.03,119.59,39.79,1871.3,1426.56,1260.53,1180.73,22.0,259.76,920.97,13.75,21.31,18.83,17.63,49.25,68.02,10.78,185.99,128.38,25.58,Moderate Margin (5-20%)
TXN-1485,2024-01-21,Software,Data Analytics Suite,Chicago,Midwest,Consumer,Wire Transfer,Charlie Davis,1,1503.41,301.18,1503.41,301.18,120.89,12.68,83.84,518.59,609.87,41.09,2024,1,Jan,2024-01,2024Q1,Sunday,1183.21,149.16,83.84,19.02,1484.39,18.0,267.19,23.59,18.32,7.16,366.57,816.64,793.05,781.89,22.0,172.02,609.87,41.09,55.02,53.43,52.67,79.71,34.49,8.04,1484.39,518.59,609.87,High Margin (>=20%)
TXN-1409,2024-01-22,Office Supplies,Ergonomic Executive Desk,Boston,East,SMB,Credit Card,Charlie Davis,1,819.65,429.57,819.65,429.57,110.21,11.61,49.0,600.39,69.19,8.57,2024,1,Jan,2024-01,2024Q1,Monday,378.05,94.48,49.0,12.03,807.62,18.0,145.37,16.2,13.77,5.92,265.3,112.75,96.55,88.7,22.0,19.51,69.19,8.57,13.96,11.95,10.98,46.81,73.25,13.45,807.62,600.39,69.19,Moderate Margin (5-20%)
TXN-1532,2024-01-24,Services,Cybersecurity Audit,Austin,South,SMB,PayPal,Diana Prince,2,2068.78,833.18,4137.56,1666.36,411.62,19.07,124.13,2221.18,938.54,23.2,2024,1,Jan,2024-01,2024Q1,Wednesday,2378.2,496.45,124.13,93.0,4044.56,18.0,728.02,89.41,50.39,16.13,1051.27,1326.93,1237.52,1203.26,22.0,264.72,938.54,23.2,32.81,30.6,29.75,58.8,53.68,9.95,2022.28,1110.59,469.27,High Margin (>=20%)
TXN-1406,2024-01-24,Hardware,NAS Storage Enclosure,Boston,East,SMB,Wire Transfer,Bob Jones,7,726.45,472.79,5085.15,3309.53,655.98,51.32,223.8,4240.63,-11.55,-0.23,2024,1,Jan,2024-01,2024Q1,Wednesday,1671.98,583.65,223.8,103.64,4981.51,18.0,896.67,125.97,64.49,21.68,1514.75,157.23,31.26,-11.55,22.0,0.0,-11.55,-0.23,3.16,0.63,-0.23,33.56,83.39,12.9,711.64,605.8,-1.65,Loss Making (<0%)
TXN-1789,2024-01-26,Software,Security Firewall Pro,Seattle,West,Enterprise,PayPal,Bob Jones,26,824.84,221.66,21445.84,5763.16,2917.65,353.37,643.38,9677.56,6861.93,32.61,2024,1,Jan,2024-01,2024Q1,Friday,15280.85,1996.61,643.38,401.83,21044.01,18.0,3787.92,499.38,235.48,162.37,5911.01,9369.84,8870.46,8797.35,22.0,1935.42,6861.93,32.61,44.52,42.15,41.8,72.61,45.13,13.6,809.38,372.21,263.92,High Margin (>=20%)
TXN-1917,2024-01-27,Hardware,NAS Storage Enclosure,Houston,South,SMB,Wire Transfer,Charlie Davis,3,773.19,490.28,2319.57,1470.84,300.16,16.29,112.15,1899.44,82.63,3.63,2024,1,Jan,2024-01,2024Q1,Saturday,805.11,196.52,112.15,43.62,2275.95,18.0,409.67,46.02,35.29,7.26,625.12,179.99,133.97,105.94,22.0,23.31,82.63,3.63,7.91,5.89,4.65,35.37,81.89,12.94,758.65,633.15,27.54,Low Margin (0-5%)
TXN-1836,2024-01-27,Hardware,Gigabit Switch 24-Port,Los Angeles,West,Consumer,Wire Transfer,Bob Jones,6,467.21,257.32,2803.26,1543.92,227.16,52.53,111.37,1934.98,380.45,13.81,2024,1,Jan,2024-01,2024Q1,Saturday,1211.71,254.95,111.37,47.63,2755.63,18.0,496.01,48.61,35.9,6.57,646.01,565.7,517.09,487.76,22.0,107.31,380.45,13.81,20.53,18.76,17.7,43.97,69.03,8.1,459.27,322.5,63.41,Moderate Margin (5-20%)
TXN-2061,2024-01-29,Electronics,Wireless Noise-Canceling Headset,Chicago,Midwest,Enterprise,Credit Card,Alice Smith,10,267.65,121.07,2676.5,1210.7,227.22,94.97,125.79,1658.68,444.65,17.05,2024,1,Jan,2024-01,2024Q1,Monday,1397.61,304.27,125.79,68.19,2608.31,18.0,469.5,47.52,40.44,12.67,752.25,645.36,597.84,570.07,22.0,125.42,444.65,17.05,24.74,22.92,21.86,53.58,61.97,8.49,260.83,165.87,44.46,Moderate Margin (5-20%)
TXN-1619,2024-01-31,Software,Enterprise ERP License,Seattle,West,SMB,Credit Card,Diana Prince,6,2384.82,480.25,14308.92,2881.5,1646.56,39.51,617.22,5184.79,5326.23,38.08,2024,1,Jan,2024-01,2024Q1,Wednesday,11105.57,1578.42,617.22,321.85,13987.07,18.0,2517.67,224.41,241.72,70.77,3881.71,7223.86,6999.45,6828.5,22.0,1502.27,5326.23,38.08,51.65,50.04,48.82,79.4,36.23,11.51,2331.18,864.13,887.7,High Margin (>=20%)
TXN-2120,2024-01-31,Office Supplies,Mesh Office Chair,San Francisco,West,SMB,Credit Card,Bob Jones,4,343.47,158.96,1373.88,635.84,150.94,46.65,61.43,894.86,239.16,17.73,2024,1,Jan,2024-01,2024Q1,Wednesday,713.01,105.07,61.43,25.03,1348.85,18.0,242.79,23.5,26.39,7.58,364.09,348.92,325.42,306.61,22.0,67.45,239.16,17.73,25.87,24.13,22.73,52.86,65.13,10.99,337.21,223.72,59.79,Moderate Margin (5-20%)
TXN-2014,2024-02-01,Office Supplies,Mesh Office Chair,Los Angeles,West,Enterprise,PayPal,Bob Jones,8,329.13,156.58,2633.04,1252.64,211.09,70.5,120.42,1654.65,501.84,19.63,2024,2,Feb,2024-02,2024Q1,Thursday,1303.37,189.5,120.42,77.03,2556.01,18.0,460.08,48.99,29.2,9.71,591.51,711.86,662.87,643.38,22.0,141.54,501.84,19.63,27.85,25.93,25.17,50.99,62.84,8.02,319.5,206.83,62.73,Moderate Margin (5-20%)
TXN-1831,2024-02-04,Office Supplies,High-Speed Paper Shredder,New York,East,SMB,Credit Card,Fiona Gallagher,7,182.95,86.14,1280.65,602.98,83.93,49.73,62.9,799.54,249.79,19.78,2024,2,Feb,2024-02,2024Q1,Sunday,659.79,104.03,62.9,17.88,1262.77,18.0,227.3,25.86,21.48,8.38,300.59,359.2,333.34,320.24,22.0,70.45,249.79,19.78,28.45,26.4,25.36,52.25,62.43,6.55,180.4,114.22,35.68,Moderate Margin (5-20%)
TXN-2080,2024-02-05,Hardware,NAS Storage Enclosure,Miami,East,SMB,PayPal,Charlie Davis,7,839.81,487.44,5878.67,3412.08,766.63,49.98,289.0,4517.69,331.02,5.7,2024,2,Feb,2024-02,2024Q1,Monday,2399.46,690.73,289.0,67.13,5811.54,18.0,1046.08,111.81,95.9,28.97,1796.34,603.12,491.31,424.38,22.0,93.36,331.02,5.7,10.38,8.45,7.3,41.29,76.85,13.04,830.22,645.38,47.29,Moderate Margin (5-20%)
TXN-1139,2024-02-05,Services,Annual IT Maintenance Plan,Chicago,Midwest,Enterprise,Direct Invoice,Alice Smith,10,1758.24,574.17,17582.4,5741.7,1785.05,56.76,759.28,8342.79,5381.18,30.96,2024,2,Feb,2024-02,2024Q1,Monday,11639.49,1550.44,759.28,201.21,17381.19,18.0,3128.61,396.21,308.37,115.57,4151.53,7487.96,7091.75,6898.95,22.0,1517.77,5381.18,30.96,43.08,40.8,39.69,66.97,47.45,10.15,1738.12,834.28,538.12,High Margin (>=20%)
TXN-2064,2024-02-07,Electronics,Smart Display 10,Boston,East,Enterprise,Direct Invoice,Charlie Davis,21,349.19,196.71,7332.99,4130.91,488.29,220.56,225.12,5064.88,942.62,13.1,2024,2,Feb,2024-02,2024Q1,Wednesday,3063.72,666.48,225.12,138.36,7194.63,18.0,1295.03,153.94,134.1,33.26,1600.45,1463.27,1309.33,1208.49,22.0,265.87,942.62,13.1,20.34,18.2,16.8,42.58,69.07,6.66,342.6,241.18,44.89,Moderate Margin (5-20%)
TXN-1244,2024-02-08,Electronics,Wireless Noise-Canceling Headset,Chicago,Midwest,SMB,Wire Transfer,Evan Wright,6,254.12,124.02,1524.72,744.12,187.16,52.62,81.38,1065.28,195.55,13.07,2024,2,Feb,2024-02,2024Q1,Thursday,751.82,134.95,81.38,28.78,1495.94,18.0,269.27,32.69,21.46,9.15,456.11,295.71,263.02,250.71,22.0,55.16,195.55,13.07,19.77,17.58,16.76,50.26,69.87,12.28,249.32,177.55,32.59,Moderate Margin (5-20%)
TXN-1105,2024-02-08,Services,Annual IT Maintenance Plan,Chicago,Midwest,Consumer,PayPal,Fiona Gallagher,4,1844.5,586.4,7378.0,2345.6,1003.92,26.04,267.52,3643.08,1943.67,27.0,2024,2,Feb,2024-02,2024Q1,Thursday,4853.99,851.26,267.52,178.41,7199.59,18.0,1295.93,125.46,143.66,55.75,2148.74,2705.25,2579.79,2491.88,22.0,548.21,1943.67,27.0,37.58,35.83,34.61,67.42,49.38,13.61,1799.9,910.77,485.92,High Margin (>=20%)
TXN-1251,2024-02-09,Services,Cloud Migration Consulting,Los Angeles,West,SMB,Direct Invoice,Charlie Davis,2,3710.49,1204.69,7420.98,2409.38,612.96,18.5,222.63,3263.47,2474.48,34.02,2024,2,Feb,2024-02,2024Q1,Friday,4863.6,628.72,222.63,148.0,7272.98,18.0,1309.14,126.82,105.2,23.64,1482.81,3380.79,3253.97,3172.41,22.0,697.93,2474.48,34.02,46.48,44.74,43.62,66.87,43.98,8.26,3636.49,1631.74,1237.24,High Margin (>=20%)
TXN-1207,2024-02-10,Office Supplies,High-Speed Paper Shredder,Seattle,West,SMB,Wire Transfer,Diana Prince,4,185.43,88.87,741.72,355.48,54.4,37.22,47.16,494.26,120.66,16.72,2024,2,Feb,2024-02,2024Q1,Saturday,366.3,55.68,47.16,19.94,721.78,18.0,129.92,11.47,10.62,4.94,194.46,171.84,160.37,154.69,22.0,34.03,120.66,16.72,23.81,22.22,21.43,50.75,66.64,7.33,180.44,123.56,30.16,Moderate Margin (5-20%)
